IMG;BENE_CULTURALE;TITOLO;SOGGETTO;TIPO_SCHEDA;CODICE_UNIVOCO;LOCALIZZAZIONE;CONTENITORE;DATAZIONE;AMBITO_CULTURALE;AUTORE;MATERIA_TECNICA;MISURE;CONDIZIONE_GIURIDICA;DATI_ANALITICI;ISCRIZIONE;NOTIZIE_STORICO-CRITICHE;ALTRA_LOCALIZZAZIONE;REPERIMENTO;ALTRE_ATTRIBUZIONI;COMMITTENZA;DATI_CATASTALI;GEOREFERENZIAZIONE;BIBLIOGRAFIA;DEFINIZIONE;DENOMINAZIONE;CLASSIFICAZIONE;REGIONE;PROVINCIA;COMUNE;LOCALITA;TOPONIMO;DIOCESI;INDIRIZZO;PROVVEDIMENTI_TUTELA;INVENTARIO;STIMA;RAPPORTO;ALTRI_CODICI;ENTE_SCHEDATORE;ENTE_COMPETENTE;AUTORI;ANNO_CREAZIONE;ANNO_MODIFICA;LAT;LON
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11790157_SA%20AN%20305521.jpg;"kantharos/ frammento";"";"";"RA_2.00";"11 00228989";"AN, Numanavia La Fenice, 4";"palazzina, comunale, via La Fenice, 4, Antiquarium Statale di Numana, piano II, sala I, vetrina 2 (ex 6), ripiano inferiore sinistro";"sec. V a.C. primo quarto; 499 a.C. (ca.)  - 480 a.C. (ca.) [analisi stilistica]";"fase Piceno IV B(analisi stilistica)";"";"argilla depurata; tornio, ingobbio";"cm., alt. 6, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"";"";"";"reperimento: AN, Numana, Piazza Santuario; provenienza: AN, Numana; provenienza: AN, Ancona";"";"";"";"";"";"";"kantharos/ frammento";"";"ceramica acroma";"";"AN";"Numana";"";"";"";"via La Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Consorzio Skeda (Venturi L.); Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"2004";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11789748_SA%20AN%20307969.jpg;"ansa a gomito";"";"";"RA_2.00";"11 00031440";"AN, Numanavia La Fenice, 4";"palazzina, comunale, via La Fenice, 4, Antiquarium Statale di Numana, piano II, sala I, vetrina 2 (ex 6), ripiano superiore sinistro";"bronzo antico fine; 2000 a.C.  - 1700 a.C. [analisi tipologica]";"bronzo antico 2(analisi tipologica)";"";"impasto; a mano e lisciatura";"cm., largh. 7.5, lungh. 8.0, sp. 1.1";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Parete convessa, ansa a nastro superiormente incurvata a gomito a sezione piano convessa. Decorazione : dall'attacco superiore dell'ansa si diparte un cordone liscio orizzontale.";"";"";"reperimento: AN, Sirolo, Ancarano; provenienza: AN, Ancona";"";"";"";"";"";"";"ansa a gomito";"";"ceramica di impasto";"";"AN";"Numana";"";"";"";"via La Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Pignocchi G.; Funzionario responsabile: Lucentini N.; Trascrizione per informatizzazione: Pignocchi G. (2004); Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"2004";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11789812_SA%20AN%20165565.jpg;"fibula a tre bottoni";"";"";"RA_2.00";"11 00071043";"AN, NumanaVia la Fenice, 4";"palazzina, comunale, Via la Fenice, 4, Antiquarium statale di Numana, piano II, sala , vetrina 4 (ex D), ripiano I, centrale";"sec. VI a.C. ; 580 a.C.  - 520 a.C. [bibliografia]";"fase Piceno IV A(analisi stilistica)";"";"bronzo; fusione";"cm., alt. 4.5, lungh. 11.3, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Elemento centrale dell` arco ovoidale. Sulla staffa cinque gruppi di tre linee parallele incise disposte a zig-zag. Terminazione della staffa ad elemento zoomorfo.";"";"";"reperimento: AN, Sirolo, via San Francesco";"";"";"";"";"";"Lollini D.(	1976)";"fibula a tre bottoni";"";"oggetti di ornamento";"";"AN";"Numana";"";"";"";"Via la Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Coen A.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11789814_SA%20AN%20165572.jpg;"fibula a tre bottoni";"";"";"RA_2.00";"11 00071044";"AN, NumanaVia la Fenice, 4";"palazzina, comunale, Via la Fenice, 4, Antiquarium statale di Numana, piano II, sala , vetrina 4 (ex D), ripiano I, centrale";"sec. VI a.C. ; 580 a.C.  - 520 a.C. [bibliografia]";"fase Piceno IV A(analisi stilistica)";"";"bronzo; fusione";"cm., alt. 4.5, lungh. 11.1, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Elemento centrale dell` arco ovoidale. Sulla staffa cinque gruppi di tre linee parallele incise disposte a zig-zag. Terminazione della staffa ad elemento zoomorfo.";"";"";"reperimento: AN, Sirolo, via San Francesco";"";"";"";"";"";"Lollini D.(	1976)";"fibula a tre bottoni";"";"oggetti di ornamento";"";"AN";"Numana";"";"";"";"Via la Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Coen A.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11789881_SA%20AN%20165427.jpg;"fibula, Tipo San Ginesio";"";"";"RA_2.00";"11 00071252";"AN, NumanaVia la Fenice, 4";"palazzina, comunale, Via la Fenice, 4, Antiquarium statale di Numana, piano II, sala I, vetrina 3 (ex C), ripiano I, destra";"sec. VI a.C. ; 580 a.C.  - 520 a.C. [analisi stilistica]";"fase Piceno IV A(analisi stilistica)";"";"bronzo; fusione";"cm., alt. 2.3, lungh. 6.5, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Arco piatto ovale con costolatura longitudinale mediana desinente in due noduli. Terminazione della staffa a crestina rialzata.";"";"";"reperimento: AN, Sirolo, via San Francesco";"";"";"";"";"";"Lollini D.(	1976)";"fibula, Tipo San Ginesio";"";"oggetti di ornamento";"";"AN";"Numana";"";"";"";"Via la Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Coen A.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11789883_SA%20AN%20165402.jpg;"fibula pre-certosa";"";"";"RA_2.00";"11 00071253";"AN, NumanaVia la Fenice, 4";"palazzina, comunale, Via la Fenice, 4, Antiquarium statale di Numana, piano II, sala I, vetrina 3 (ex C), ripiano I, destra";"sec. VI a.C. ; 580 a.C.  - 520 a.C. [analisi stilistica]";"fase Piceno IV A(analisi stilistica)";"";"bronzo; fusione";"cm., alt. 2.5, lungh. 4.7, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Arco ingrossato. Terminazione della staffa a bottone perpendicolare.";"";"";"reperimento: AN, Sirolo, via San Francesco";"";"";"";"";"";"Lollini D.(	1976)";"fibula pre-certosa";"";"oggetti di ornamento";"";"AN";"Numana";"";"";"";"Via la Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Coen A.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11789885_SA%20AN%20165398.jpg;"fibula pre-certosa";"";"";"RA_2.00";"11 00071254";"AN, NumanaVia la Fenice, 4";"palazzina, comunale, Via la Fenice, 4, Antiquarium statale di Numana, piano II, sala I, vetrina 3 (ex C), ripiano I, destra";"sec. VI a.C. ; 580 a.C.  - 520 a.C. [analisi stilistica]";"fase Piceno IV A(analisi stilistica)";"";"bronzo; fusione";"cm., alt. 2, lungh. 5.3, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Arco ingrossato. Terminazione della staffa a bottoncino perpendicolare.";"";"";"reperimento: AN, Sirolo, via San Francesco";"";"";"";"";"";"Lollini D.(	1976)";"fibula pre-certosa";"";"oggetti di ornamento";"";"AN";"Numana";"";"";"";"Via la Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Coen A.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11789954_SA%20AN%20165369.jpg;"kantharos miniaturistico";"";"";"RA_2.00";"11 00071287";"AN, NumanaVia la Fenice, 4";"palazzina, comunale, Via la Fenice, 4, Antiquarium statale di Numana, piano II, sala I, vetrina 3 (ex C) ripiano III, destra";"sec. VI a.C. ; 580 a.C.  - 520 a.C. [analisi stilistica]";"fase Piceno IV A(analisi stilistica)";"";"impasto; lisciatura";"cm., alt. 5.5, diam. 4.6, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Vasca emisferica con alto labbro svasato, anse a nastro sormontanti.";"";"";"reperimento: AN, Sirolo, via San Francesco";"";"";"";"";"";"Lollini D.(	1985)";"kantharos miniaturistico";"";"impasto bruno spesso";"";"AN";"Numana";"";"";"";"Via la Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Coen A.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11789956_SA%20AN%20165371.jpg;"rocchetto";"";"";"RA_2.00";"11 00071288";"AN, NumanaVia la Fenice, 4";"palazzina, comunale, Via la Fenice, 4, Antiquarium statale di Numana, piano II, sala I, vetrina 3 (ex C) ripiano III, destra";"sec. VI a.C. ; 580 a.C.  - 520 a.C. [analisi stilistica]";"fase Piceno IV A(analisi stilistica)";"";"impasto; lisciatura";"cm., alt. 7.5, diam. 3.8, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Foro pervio ad un' estremità.";"";"";"reperimento: AN, Sirolo, via San Francesco";"";"";"";"";"";"Vighi R.(	1974)p. 10";"rocchetto";"";"impasto bruno spesso";"";"AN";"Numana";"";"";"";"Via la Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Coen A.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11789958_SA%20AN%20165372.jpg;"rocchetto";"";"";"RA_2.00";"11 00071289";"AN, NumanaVia la Fenice, 4";"palazzina, comunale, Via la Fenice, 4, Antiquarium statale di Numana, piano II, sala I, vetrina 3 (ex C) ripiano III, destra";"sec. VI a.C. ; 580 a.C.  - 520 a.C. [analisi stilistica]";"fase Piceno IV A(analisi stilistica)";"";"impasto; lisciatura";"cm., alt. 6, diam. 3.8, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Foro pervio ad una estremità fino a metà parete.";"";"";"reperimento: AN, Sirolo, via San Francesco";"";"";"";"";"";"Vighi R.(	1974)p. 10";"rocchetto";"";"impasto bruno spesso";"";"AN";"Numana";"";"";"";"Via la Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Coen A.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11790025_SA%20AN%20229282.jpg;"parete";"";"";"RA_2.00";"11 00096401";"AN, NumanaVia la Fenice, 4";"palazzina, comunale, Via la Fenice, 4, Antiquarium Statale di Numana, piano II, sala I, vetrina 1, ripiano centrale";"VI millennio a.C. ; 5999  - 5000 [analisi stilistica]";"";"";"impasto grossolano; a impressione";"cm., largh. 7.2, lungh. 8.5, sp. 1.4";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"parete a profilo convesso. Decorazione: impressioni ad unghiate disposte  disordinatamente.";"";"";"reperimento: AN, Ancona, Portonovo; provenienza: AN, Ancona";"";"";"";"";"";"Silvestrini M./ Pignocchi G.(	1998)pp.71-72";"parete";"";"contenitori";"";"AN";"Numana";"";"";"";"Via la Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Pignocchi G.; Funzionario responsabile: Silvestrini M.; Trascrizione per informatizzazione: Pignocchi G. (1999); Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1999";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11790027_SA%20AN%20229289.jpg;"parete";"";"";"RA_2.00";"11 00096402";"AN, NumanaVia la Fenice, 4";"palazzina, comunale, Via la Fenice, 4, Antiquarium Statale di Numana, piano II, sala I, vetrina 1, ripiano centrale";"VI millennio a.C. ; 5999  - 5000 [analisi stilistica]";"";"";"impasto grossolano; a impressione";"cm., largh. 4.6, lungh. 7.5, sp. 1.3";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"parete a profilo leggermente convesso. Decorazione: impressioni ad unghiate disposte obliquamente.";"";"";"reperimento: AN, Ancona, Portonovo; provenienza: AN, Ancona";"";"";"";"";"";"Silvestrini M./ Pignocchi G.(	1998)pp.71-72";"parete";"";"contenitori";"";"AN";"Numana";"";"";"";"Via la Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Pignocchi G.; Funzionario responsabile: Silvestrini M.; Trascrizione per informatizzazione: Pignocchi G. (1999); Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1999";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11790089_SA%20AN%20307909.jpg;"ansa a doppia bugnetta forata";"";"";"RA_2.00";"11 00224343";"AN, Numanavia La Fenice, 4";"palazzina, comunale, via La Fenice, 4, Antiquarium Statale di Numana, piano II, sala I, vetrina 1, ripiano centrale";"neolitico ; 5500 a.C.  - 3000 a.C. [analisi tipologica]";"non id.(analisi tipologica)";"";"impasto; a mano e lisciatura";"cm., largh. 1.7, lungh. 3.2, sp. 1.5";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Doppia bugnetta forata orizzontalmente.";"";"";"reperimento: AN, Ancona, Portonovo, Fosso Fontanaccia; provenienza: AN, Ancona";"";"";"";"";"";"Nuovi rinvenimenti(	c.s.)p.";"ansa a doppia bugnetta forata";"";"ceramica di impasto";"";"AN";"Numana";"";"";"";"via La Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Pignocchi G.; Funzionario responsabile: Silvestrini M.; Trascrizione per informatizzazione: Pignocchi G. (2004); Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"2004";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11790091_SA%20AN%20307910.jpg;"piccone";"";"";"RA_2.00";"11 00224344";"AN, Numanavia La Fenice, 4";"palazzina, comunale, via La Fenice, 4, Antiquarium Statale di Numana, piano II, sala 1, vetrina 1, ripiano centrale";"neolitico recente ; 3500 a.C.  - 3000 a.C. [analisi tipologica]";"cultura di Ripoli(analisi tipologica)";"";"selce; scheggiatura";"cm., largh. 2.1, lungh. 5.3, sp. 1.7";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Ritocco piatto bifacciale invadente sulla faccia dorsale esteso nella me? destra a formare una cresta mediana. Selce bianca.";"";"";"reperimento: AN, Ancona, Portonovo, Fosso Fontanaccia; provenienza: AN, Ancona";"";"";"";"";"";"";"piccone";"";"industria litica campignana";"";"AN";"Numana";"";"";"";"via La Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Pignocchi G.; Funzionario responsabile: Silvestrini M.; Trascrizione per informatizzazione: Pignocchi G. (2004); Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"2004";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11790159_SA%20AN%20305518.jpg;"coppetta a bande";"";"";"RA_2.00";"11 00228990";"AN, Numanavia La Fenice, 4";"palazzina, comunale, via La Fenice, 4, Antiquarium Statale di Numana, piano II, sala I, vetrina 2 (ex 6), ripiano inferiore sinistro";"sec. V a.C. ; 499 a.C. (ca.)  - 400 a.C. (ca.) [analisi stilistica]";"";"";"argilla depurata; tornio, ingobbio, vernice rossa";"cm., alt. 6.1, diam. 12.4, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"";"";"";"reperimento: AN, Numana, Piazza Santuario; provenienza: AN, Numana; provenienza: AN, Ancona";"";"";"";"";"";"";"coppetta a bande";"";"produzione locale";"";"AN";"Numana";"";"";"";"via La Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Consorzio Skeda (Venturi L.); Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"2004";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11790162_SA%20AN%20305519.jpg;"coperchio troncoconico/ frammento";"";"";"RA_2.00";"11 00228991";"AN, Numanavia La Fenice, 4";"palazzina, comunale, via La Fenice, 4, Antiquarium Statale di Numana, piano II, sala I, vetrina 2 (ex 6), ripiano inferiore destro";"sec. V a.C. ; 499 a.C. (ca.)  - 400 a.C. (ca.) [analisi stilistica]";"";"";"impasto; tornio";"cm., alt. 10, diam. 13.4, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"";"";"";"reperimento: AN, Numana, Piazza Santuario; provenienza: AN, Numana; provenienza: AN, Ancona";"";"";"";"";"";"";"coperchio troncoconico/ frammento";"";"produzione locale";"";"AN";"Numana";"";"";"";"via La Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Consorzio Skeda (Venturi L.); Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"2004";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11789245_SA%20AN%20307965.jpg;"valva di Glycimeris";"";"";"RA_2.00";"11 00031442";"AN, Numanavia La Fenice, 4";"palazzina, comunale, via La Fenice, 4, Antiquarium Statale di Numana, piano II, sala I, vetrina 2 (ex 6), ripiano superiore destro";"bronzo antico-medio ; 1800 a.C.  - 1600 a.C. [analisi tipologica]";"bronzo antico2-bronzo medio1(analisi tipologica)";"";"conchiglia";"cm., largh. 3.6, lungh. 3.6, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"";"";"";"reperimento: AN, Sirolo, Ancarano; provenienza: AN, Ancona";"";"";"";"";"";"";"valva di Glycimeris";"";"reperti malacologici";"";"AN";"Numana";"";"";"";"via La Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Pignocchi G.; Funzionario responsabile: Lucentini N.; Trascrizione per informatizzazione: Pignocchi G. (2004); Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"2004";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11789245_SA%20AN%20307965.jpg;"valva di Glycimeris";"";"";"RA_2.00";"11 00031443";"AN, Numanavia La Fenice, 4";"palazzina, comunale, via La Fenice, 4, Antiquarium Statale di Numana, piano II, sala I, vetrina 2 (ex 6), ripiano superiore destro";"bronzo antico-medio ; 1800 a.C.  - 1600 a.C. [analisi tipologica]";"bronzo antico2-bronzo medio1(analisi tipologica)";"";"conchiglia";"cm., largh. 3.5, lungh. 3.8, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"";"";"";"reperimento: AN, Sirolo, Ancarano; provenienza: AN, Ancona";"";"";"";"";"";"";"valva di Glycimeris";"";"reperti malacologici";"";"AN";"Numana";"";"";"";"via La Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Pignocchi G.; Funzionario responsabile: Lucentini N.; Trascrizione per informatizzazione: Pignocchi G. (2004); Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"2004";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11789750_SA%20AN%20307966.jpg;"macina";"";"";"RA_2.00";"11 00031441";"AN, Numanavia La Fenice, 4";"palazzina, comunale, via La Fenice, 4, Antiquarium Statale di Numana, piano II, sala I, vetrina 2 (ex 6), ripiano superiore destro";"bronzo antico-medio ; 1800 a.C.  - 1600 a.C. [analisi tipologica]";"bronzo antico2-bronzo medio1(analisi tipologica)";"";"calcare";"cm., largh. 15.5, lungh. 15.8, sp. 5.1";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Sezione piano convessa, superficie superiore leggermente concava.";"";"";"reperimento: AN, Sirolo, Ancarano; provenienza: AN, Ancona";"";"";"";"";"";"";"macina";"";"manufatti litici";"";"AN";"Numana";"";"";"";"via La Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Pignocchi G.; Funzionario responsabile: Lucentini N.; Trascrizione per informatizzazione: Pignocchi G. (2004); Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"2004";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11789816_SA%20AN%20165575.jpg;"fibula a tre bottoni";"";"";"RA_2.00";"11 00071045";"AN, NumanaVia la Fenice, 4";"palazzina, comunale, Via la Fenice, 4, Antiquarium statale di Numana, piano II, sala , vetrina 4 (ex D), ripiano I, centrale";"sec. VI a.C. ; 580 a.C.  - 520 a.C. [bibliografia]";"fase Piceno IV A(analisi stilistica)";"";"bronzo; fusione";"cm., alt. 4.4, lungh. 11.1, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Elemento centrale dell` arco ovoidale. Sulla staffa cinque gruppi di tre linee parallele incise disposte a zig-zag. Terminazione della staffa ad elemento zoomorfo.";"";"";"reperimento: AN, Sirolo, via San Francesco";"";"";"";"";"";"Lollini D.(	1976)";"fibula a tre bottoni";"";"oggetti di ornamento";"";"AN";"Numana";"";"";"";"Via la Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Coen A.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11789818_SA%20AN%20165569.jpg;"fibula a tre bottoni";"";"";"RA_2.00";"11 00071046";"AN, NumanaVia la Fenice, 4";"palazzina, comunale, Via la Fenice, 4, Antiquarium statale di Numana, piano II, sala , vetrina 4 (ex D), ripiano I, centrale";"sec. VI a.C. ; 580 a.C.  - 520 a.C. [bibliografia]";"fase Piceno IV A(analisi stilistica)";"";"bronzo; fusione";"cm., alt. 4.5, lungh. 11.2, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Elemento centrale dell` arco ovoidale. Sulla staffa cinque gruppi di tre linee parallele incise disposte a zig-zag. Terminazione della staffa ad elemento zoomorfo.";"";"";"reperimento: AN, Sirolo, via San Francesco";"";"";"";"";"";"Lollini D.(	1976)";"fibula a tre bottoni";"";"oggetti di ornamento";"";"AN";"Numana";"";"";"";"Via la Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Coen A.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11789887_SA%20AN%20165397.jpg;"fibula pre-certosa";"";"";"RA_2.00";"11 00071255";"AN, NumanaVia la Fenice, 4";"palazzina, comunale, Via la Fenice, 4, Antiquarium statale di Numana, piano II, sala I, vetrina 3 (ex C), ripiano I, destra";"sec. VI a.C. ; 580 a.C.  - 520 a.C. [analisi stilistica]";"fase Piceno IV A(analisi stilistica)";"";"bronzo; fusione";"cm., alt. 2.1, lungh. 3.7, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Arco ingrossato. Terminazione della staffa a bottone perpendicolare.";"";"";"reperimento: AN, Sirolo, via San Francesco";"";"";"";"";"";"Lollini D.(	1976)";"fibula pre-certosa";"";"oggetti di ornamento";"";"AN";"Numana";"";"";"";"Via la Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Coen A.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11789889_SA%20AN%20165415.jpg;"fibula a navicella";"";"";"RA_2.00";"11 00071256";"AN, NumanaVia la Fenice, 4";"palazzina, comunale, Via la Fenice, 4, Antiquarium statale di Numana, piano II, sala I, vetrina 3 (ex C), ripiano I, destra";"sec. VI a.C. ; 580 a.C.  - 520 a.C. [analisi stilistica]";"fase Piceno IV A(analisi stilistica)";"";"bronzo; fusione, a incisione";"cm., alt. 2.3, lungh. 7.1, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Terminazione della staffa a bottoncino profilato. Decorazione: sull` arco tre linee parallele inquadrate da due gruppi di tre tratti paralleli perpendicolari alle prime.";"";"";"reperimento: AN, Sirolo, via San Francesco";"";"";"";"";"";"Lollini D.(	1976)";"fibula a navicella";"";"oggetti di ornamento";"";"AN";"Numana";"";"";"";"Via la Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Coen A.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.513420;13.620878
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11789960_SA%20AN%20165373.jpg;"rocchetto";"";"";"RA_2.00";"11 00071290";"AN, NumanaVia la Fenice, 4";"palazzina, comunale, Via la Fenice, 4, Antiquarium statale di Numana, piano II, sala I, vetrina 3 (ex C) ripiano III, destra";"sec. VI a.C. ; 580 a.C.  - 520 a.C. [analisi stilistica]";"fase Piceno IV A(analisi stilistica)";"";"impasto; lisciatura";"cm., alt. 8, diam. 3, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"";"";"";"reperimento: AN, Sirolo, via San Francesco";"";"";"";"";"";"Vighi R.(	1974)p. 10";"rocchetto";"";"impasto bruno spesso";"";"AN";"Numana";"";"";"";"Via la Fenice, 4";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Coen A.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.513420;13.620878
